img/42953.png	0	its their character not their color that matters	an asian man holding two arm poses for a dark tie
img/23058.png	0	don't be afraid to love again everyone is not like your ex	a picture of man and one posing with another man
img/13894.png	0	putting bows on your pet	a cat is bars on a hat on wearing asleep
img/37408.png	0	i love everything and everybody! except for squirrels i hate squirrels	a dog sitting in a field next overgrown natural and head on a held in the picture of a black standing in front of a glass stand in winter
img/82403.png	0	everybody loves chocolate chip cookies, even hitler	a tennis player standing in a small customers
img/16952.png	0	go sports! do the thing! win the points!	a person jumping up in front of a ball
img/76932.png	0	fine you're right. now can we fucking drop it?	different uses in a big grassy sexy with another pillars and surrounded by brown tool
img/70914.png	0	tattoos are bad for your health i know 5 million people that had tattoos and they all died	a young man with a man holding kept object with his tie
img/02973.png	0	how long can i run? till the chain tightens	a smartphone server with brown dog wearing a dog mid air with a dog in front of a red tie
img/58306.png	0	what is he hiding? we need to see his tax returns! let me stop you right there hillary you deleted 30,000 emails, used bleach bit on hard drives, then destroyed phones with hammers you have no right to talk about people hiding anything truth uncensored	an bunk of the to the end sign
img/79351.png	1	jew mad? get fuhrerious!	a man in glasses on his desktop pairs
img/34096.png	0	removes polish with chemicals, nobody bats an eye	a plate with a face is on a table filled with chips
img/25489.png	1	brother... a day without a blast is a day wasted	a man with his desktop pairs on a table
img/19324.png	0	when you're the only dog left at the dog shelter and the black family wants to adopt you	an outside is on a bench under a nice brown sofa
img/79346.png	0	voting for hillary is like letting casey anthony watch your kids because she's not guilty	some pictures of two women smiling and holding two pictures of an stainless looking at two pictures with one has her mouth while posing while holding her shot
img/13426.png	0	they will soon be free	a young girl with an exchange of items
img/97628.png	0	"is it ok for your son or daughter to call another man ""daddy?"	a young woman is laying down and yellow guitar
img/14238.png	0	most religions are religions of peace	a man sitting in an toss speech in his hand
img/28936.png	0	when you find out there's an opening for the role of first lady	a woman sitting on a chair with a book
img/59784.png	0	if people reject me because i stand on the truth then i have no problem walking alone	a large black and white wall with many reclining rotten people walk
img/02146.png	0	from the bottom of my heart i would like to sincerely apologize..... for being white	a large red calf on a wooden bird stand on a wooden bench
img/70146.png	0	lets erect a memorial to all the americans murdered by an illegal alien make it 1,500 miles long 30 feet tall and put it on the southern border	a brown white and white dog outfield a blue and blue hat on a we neck
img/28061.png	0	just because they do this dosen't mean they'll do this	a man holds a instruments between his serving looking a photo while meatballs around her neck
img/97180.png	0	if there is no race it can't be homicide	a child is playing with grass table cloth covered couch
img/49752.png	0	here's to all my friends who never post about politics or religion	a man in serves gives up hung hat
img/25610.png	0	enjoying a day at the beach	a girl in green dress on coming out to metal wall
img/15872.png	0	when you come home from a long day of suicide bombinb and your wife gives you this look	a woman with glasses poses for a photo
img/72640.png	1	is bribing muslims for liberal votes justin trudeau's only skill? why does justin trudeau love foreigners so much while openly disrespecting canadians, canadian values, our history and traditions, our seniors and veterans? sharia law has no place in canada! never has... never will.	an asian man holds up his plastic bat to include next to each other holding each other holding each other watching during the park
img/64318.png	0	when they take too long to blow out the candle	a woman holding a plate with a picks
img/17956.png	0	one simple question why are we letting one man systematically destroy our nation before our eyes? answer mitch mcconnell	a household gym by a building
img/93547.png	1	d.j. osama spin laden droppin' beats like the twin towers	woman smiling woman standing backpack for companions a microwave of different types of wig shop carriage are on a table near the bar on and white sit to a table with many different types of shelves of displaying displays on a bar holding different ship wood and a sign on
img/10743.png	0	move to new york they said it'll be fun they said	a group of guys standing by a man walks
img/37091.png	0	my sandwich-maker is very slow today	a man and woman look for her cupcake transportation on a chair reading and a bottle
img/25719.png	0	when you accidentally fall in the toilet	a man bank himself on a avenue walk
img/76825.png	0	two woman walking home together after a nice day out together	a crowd of people walking down a busy city street
img/72598.png	0	texas churches be like... pew pew pew	a put couple posing by a bus while others watch
img/43078.png	0	i don't always have a heat stroke and get frostbite in the same week but when i do i know i'm in kentucky	a man looking up his tie with his face and a plate of turned in front of an outdoor food towards wearing it nose on an arm of a plate
img/51846.png	0	doesn't wear tampons because she trips over the string	poles deck stands with the other food on a desk
img/01569.png	0	when you can't decide to pre heat the oven or just throw the meal in right away	two children deep and other men and food
img/95812.png	0	happy shot in the face day 5-2-2011	a man wearing a hat and a white tie and a tie and a neck neck tie
img/06418.png	0	1 bomb every minute	a man sitting with asleep on decorated a picture of group of two cabin that is on a headphones to the one is holding a writing phone while taking a picture of their cell passengers
img/53976.png	0	black power comes with a lot of responsibility	a man sits in a hanging posts into a tie
img/70193.png	0	that chiken is so black no one is going to eat it	a boy playing peaches storm showing with a soccer ball
img/60427.png	0	i hope both teams lose	an image of a cat resting on a person on her desktop
img/78395.png	0	say the damn pronouns	two men standing in an hallway posing next to each other in a building
img/04876.png	0	goin	a center sitting on display of tv remote on a wooden wires
img/92075.png	0	we need problem solvers not racist and religious bigots in office	two people that has their face while staring at a camera
img/86354.png	0	officer down	a picture of the castle of a restaurant on a yellow sign looks like a sign on next to a clock
img/74386.png	1	we said we would never forget why are you voting them into our government?	three logs of something green walls and a <unk>
img/59613.png	0	when a porn video features a tranny but then' she' turns out to be a midget too you had my curiosity but now you have my attention	a man wearing blue shorts and on it other watch
img/10263.png	0	"rep. dan crenshaw former navy seal decorated war hero literally lost an eye ""doing something about terrorism"" rep.ocasio-cortez former bartender supports socialism told dan crenshawn he should ""do something about terrorism"""	a man in hanging and other people are baord
img/48279.png	0	nice watch must have cost an arm and a leg	a tie is persons a clock and two clocks
img/52610.png	1	i'm sick of politics so here's a pic of michelle obama riding a unicorn	many different logs decorated flight kites
img/58371.png	0	when you suck at photoshop	a woman sitting backpack drizzled her brown hanging while holding a large pillars dog sleeping hand with her reflection
img/27401.png	0	for the last time.. i'm not michelle obama	two men wearing suits and suits and lies
img/89574.png	0	i'm cute	a women is posing for the camera
img/25473.png	0	and then i told them you're going on a fun camping trip	two people standing next to each other
img/47913.png	0	"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama"	a large castle buffet for a photo
img/08295.png	0	please consider donating water to children in need	a man that looks to have his way to the man
img/02497.png	0	you're a wizard motherfucker	a man wearing a blue tie and a blue ball and a camera
img/90471.png	0	relax mexicans you are rapists, drug lords and criminals	two compact sitting on a collar at a bench near a laughing bench
img/69357.png	1	hey look at me! i'm a serial pedofile	man with a baseball hat holding gloves on
img/54602.png	1	when you just finished shooting a bunch of black kids but accidently killed a squirrel	a woman is preparing to the well as their pedestrian face with a white frisbee between several children
img/15320.png	0	obama working to legalize medical cannabis for all of the usa	man sitting at an image of fall of smart on it
img/63182.png	0	my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean	a large stuffed in sitting on top of a wood wall
img/20619.png	1	when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up	man is space the gun cargo underneath a vehicle boy watches
img/82457.png	0	ring ring hello? i've been waiting for your call all damn day!!!	a man with a bra by a wing neck
img/81059.png	0	i like my refugees like this '' '' ''	a picture of a little boy sitting next to a breaded tie
img/42137.png	0	when you get hungry you can either think about it or..	lift men are holding lies a guy holding a dessert table to eat some white bush behind him
img/74530.png	1	what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven	a cutting a man and smiling
img/40832.png	0	taking photo with a mosque	crowd of a little boy wearing a photo
img/46127.png	0	"""ay, tone. how'd da gas stay in if da door is made of wood?"""	a view of a city street to back
img/87594.png	0	what do i have in common with cow pies? the older we get, the easier for you to pick us up!	a close up of a little dog position a large tow
img/12548.png	0	running chocolate	three men holding their feet resting on a beach
img/12894.png	0	imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free	a man wearing a back arrangement standing next to each other
img/02476.png	0	im never doing a garden again!	man standing nearby posing with a large cold
img/06937.png	0	coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion	a group of people posing over a even in a body of dogs
img/05762.png	0	listen bitch, before you start fucking with me you should know my team is bigger	a young woman is holding a picks
img/40259.png	0	masturbation it's not just for men	woman holding a young lady
img/85072.png	0	what is this sleep of which you speak?	a man dressed nicely holding his desktop pairs poses with red stalls
img/46537.png	0	oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice	a man with wears playful wearing eye glasses with big snowboarding pairs stand posing for a photo with sunglasses and staring at home
img/56432.png	0	"what if i told you that you cant ""tolerate"" a person who agrees with you? """	a young man is posing with a black hat
img/39805.png	0	look both ways before you cross the street	the man is holding a woman while one power next to two men
img/29163.png	1	what kind of punch can take out 20 kids and 6 adults? a sandy hook	a close up shot of two large scissors attached to angeles down with red scissors
img/36072.png	0	"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink"	a white fog is on a plate on a plastic bag is shown on a high foil
img/60147.png	0	meditation before going to school	a man with a sign talking on a beach greeting an airport
img/90583.png	1	we can kill as many as we want and your stupid government keeps bringing us in	older man in black object and another poses outside
img/38612.png	0	so there is this new implant that can actually fix stupid	a person holding a latest of paper on it
img/52097.png	1	if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash	a man kneeling down the road side of a blue sign
